uniq_id,score,product_name,image_url
a62b34aa0564cbf03b0132773eab9354,4.7,"Cobra Paris CO6394A1 Analog Watch  - For Men, Boys",https://drive.google.com/file/d/1-meF_8DNlAALiH2iM8GSNwmLA855Qur9/view?usp=share_link
45df3406c4f1301e479c58716c912841,4.3,TEN TEN Women's Black Knee Length Boots Boots,https://drive.google.com/file/d/1Y0CSBy8E9jTH6uzfeSr-G1UibtEfA_Pc/view?usp=share_link
7698cd2c78a1fd6105ef617445da52f9,3.6,"Aries Gold G 729 S-BK Analog Watch  - For Men, Boys",https://drive.google.com/file/d/1fr1cudA0OUx6qDXVd3Z6ItfFlC6qTD_J/view?usp=share_link
2b480f41409d22cb3ba9f71a0242cf1a,5,Carlton Boots,https://drive.google.com/file/d/1aD_UNLYmWZ34xnmlpcNqX6Yeh-MR1oKD/view?usp=share_link
893aa5ed55f7cff2eccea7758d7a86bd,4.8,Maserati Time R8851116001 Analog Watch  - For Boys,https://drive.google.com/file/d/15SQztB_S2saYIvzQu6_2szHLuTYtyWJG/view?usp=share_link
e52f90f908db98de5f78645ccf03024c,4.5,"Vizion 8503B-1RED Cold Light Digital Watch  - For Boys, Girls",https://drive.google.com/file/d/10xZ539w00LMyhF0pqfDEbpMEi88_0jzr/view?usp=share_link
f355cc1ccb08bd0d283ed979b7ee7515,4.6,"Camerii WM64 Elegance Analog Watch  - For Men, Boys",https://drive.google.com/file/d/1xBhyAzUeEGFxiMlgTe9bcBgJxV5GRpXG/view?usp=share_link
f80ba21b9e77fe3a4d0e944f86305f8d,3.1,Reckler Slim Fit Men's Jeans,https://drive.google.com/file/d/15EBdhDTE4PVwvGaEo8HLSBGa4j2ma-dv/view?usp=share_link
41aa2d73a19f0c3438b3c77134696830,2.6,Quechua Arpenaz Novadry Boots,https://drive.google.com/file/d/1LX1jBwSoY6LJyaTsN6l3FL4Uda9P5f8u/view?usp=share_link
c0824c9e7ee6b79006ce698a2a7a413c,4.4,"Colat COLAT_MW20 Sheen Analog Watch  - For Men, Women, Boys, Girls",https://drive.google.com/file/d/1g3MJWiOakQ1wgRO05vEnHWz3-o8BuTWu/view?usp=share_link
15f03b13b010db0a355ae094fddc9e86,2.4,Steppings Trendy Boots,https://drive.google.com/file/d/18IvOjhYu0UmJYZ5vL_7WgwiazJmkzkls/view?usp=share_link
0c7a6176e932cc20399a890433186ab5,1.9,Rochees RW38 Analog Watch  - For Boys,https://drive.google.com/file/d/1OpMLTySeoGQk-Vg167LqtvP22D-Cn67h/view?usp=share_link
0aa9c84298f0b956cb879d87ff728bf8,2.7,"Rorlig RR-028 Expedition Analog Watch  - For Men, Boys",https://drive.google.com/file/d/1wrjXouVzsD4YCzlrZwVBz_aV4nB710XG/view?usp=share_link
a66b8f58ac663190586f5c1a9745e56f,2.7,Catwalk Boots,https://drive.google.com/file/d/1SS0TxohE5ou4g0AEFBkbSOP56p2eVjO4/view?usp=share_link
cf59d4e4b6583f4c4bc32c385d7952d1,2.3,Magnum Footwear Lifestyle,https://drive.google.com/file/d/1VKUNJOOtrgeVp4zAiWuY3NRlEa7N5KgR/view?usp=share_link
dd0e3470a7e6ed76fd69c2da27721041,3.3,T STAR UFT-TSW-005-BK-BR Analog Watch  - For Boys,https://drive.google.com/file/d/1Y0CSBy8E9jTH6uzfeSr-G1UibtEfA_Pc/view?usp=share_link
588d8f7647d36f6e1c162984f2cd9676,4.2,Rialto Boots,https://drive.google.com/file/d/1fr1cudA0OUx6qDXVd3Z6ItfFlC6qTD_J/view?usp=share_link
72c4f4745fbaeb32f8c82a6ce013309d,3.3,Kielz Ladies Boots,https://drive.google.com/file/d/1aD_UNLYmWZ34xnmlpcNqX6Yeh-MR1oKD/view?usp=share_link
41384da51732c0b4df3de8f395714fbb,3.8,"Alfajr WY16B Youth Digital Watch  - For Men, Boys",https://drive.google.com/file/d/15SQztB_S2saYIvzQu6_2szHLuTYtyWJG/view?usp=share_link
dff9da1046a392d71cca8bfb3e1f647e,3.6,La Briza Ashley Boots,https://drive.google.com/file/d/10xZ539w00LMyhF0pqfDEbpMEi88_0jzr/view?usp=share_link
710ed5f2393a4b9e8823aa0029f71f93,2.6,"TAG Heuer CAU1116.BA0858 Formula 1 Analog Watch  - For Boys, Men",https://drive.google.com/file/d/1xBhyAzUeEGFxiMlgTe9bcBgJxV5GRpXG/view?usp=share_link
d6eb521acd9de24c5c3faded2831620a,3,Salt N Pepper 13-019 Femme Black Boots Boots,https://drive.google.com/file/d/15EBdhDTE4PVwvGaEo8HLSBGa4j2ma-dv/view?usp=share_link
029565fee2f177b15e2cb9b7388a6a24,2,Shuz Touch Boots,https://drive.google.com/file/d/1LX1jBwSoY6LJyaTsN6l3FL4Uda9P5f8u/view?usp=share_link
1ed3a04918640144f3c7b91edc15b493,3.3,Wrangler Skanders Fit Men's Jeans,https://drive.google.com/file/d/1g3MJWiOakQ1wgRO05vEnHWz3-o8BuTWu/view?usp=share_link
f5edb6f2171b384ce99a71e52f0a64c9,1.3,Steppings Trendy Boots,https://drive.google.com/file/d/18IvOjhYu0UmJYZ5vL_7WgwiazJmkzkls/view?usp=share_link
e18aace92fadededb348d8488931a1e2,1.3,Salt N Pepper 14-664 Denny Black Boots Boots,https://drive.google.com/file/d/1OpMLTySeoGQk-Vg167LqtvP22D-Cn67h/view?usp=share_link
16655211772e017f8e207c24b8340214,3.1,"Costa Swiss CS-2001 Analog Watch  - For Boys, Men",https://drive.google.com/file/d/1wrjXouVzsD4YCzlrZwVBz_aV4nB710XG/view?usp=share_link
7713ac1bbb7b5c03019314a46076a6f2,1,Crocs Boots,https://drive.google.com/file/d/1SS0TxohE5ou4g0AEFBkbSOP56p2eVjO4/view?usp=share_link
329c5f4d7aced63e1ce3e88f41d5e7e6,3.3,"Breitling AB011010/BB08 131S Chronomat 44 Analog Watch  - For Boys, Men",https://drive.google.com/file/d/1fwCLjkwwBjAWdiwwUaLqIAGicVgaURGJ/view?usp=share_link
130a50a99e78426459f0d909b0bc0f07,3.5,Lyc White Casual Boots,https://drive.google.com/file/d/1Y0CSBy8E9jTH6uzfeSr-G1UibtEfA_Pc/view?usp=share_link
47b08bfc60cb74872ac29ccb93b64ca7,4.2,Myra Comfortable Boots,https://drive.google.com/file/d/1fr1cudA0OUx6qDXVd3Z6ItfFlC6qTD_J/view?usp=share_link
920154acbe49d3202ed7d2ed2df1ea13,2.9,"Calibro SW-125 Analog-Digital Watch  - For Men, Boys",https://drive.google.com/file/d/1aD_UNLYmWZ34xnmlpcNqX6Yeh-MR1oKD/view?usp=share_link
5b085177978f863858eb88c27dfbf01b,3,Get Glamr Designer Uggy Boots,https://drive.google.com/file/d/15SQztB_S2saYIvzQu6_2szHLuTYtyWJG/view?usp=share_link
3b53afd15e056d3ef13be8bbc90a35c9,3.6,Kielz Ladies Boots,https://drive.google.com/file/d/10xZ539w00LMyhF0pqfDEbpMEi88_0jzr/view?usp=share_link
3a9689400032bf48b5487b9a878b90e7,2.4,Kielz Ladies Boots,https://drive.google.com/file/d/1xBhyAzUeEGFxiMlgTe9bcBgJxV5GRpXG/view?usp=share_link
f292c544825690b4f64504befa2875e6,1.5,Rochees RW50 Analog Watch  - For Boys,https://drive.google.com/file/d/15EBdhDTE4PVwvGaEo8HLSBGa4j2ma-dv/view?usp=share_link
ff1a8e7edc438d81753fb1d1e961072a,3.4,Kielz Ladies Boots,https://drive.google.com/file/d/1LX1jBwSoY6LJyaTsN6l3FL4Uda9P5f8u/view?usp=share_link
5b60beedcf050b87e5b5ffcf3291086e,2.7,Salt N Pepper 13-516 Greta Red Boots,https://drive.google.com/file/d/1g3MJWiOakQ1wgRO05vEnHWz3-o8BuTWu/view?usp=share_link
